id,type,name,address,number,state,city,zip,lat,lon,point
1677,Hospital,Huffman-Mccullough,891 Gregory Garden Suite 591,526-468-1513,MT,Butte,59701,45.997895,-112.598765,"(45.997895, -112.598765)"
1678,Pharmacy,Briggs LLC,163 Kyle Ranch Apt. 736,799-199-8493,IN,Lynn,47355,40.055775,-84.941102,"(40.055775, -84.941102)"
1679,Pharmacy,Young-House,89198 Maureen Junction Apt. 961,282-285-2798,PA,Mentcle,15761,40.620066,-78.887009,"(40.620066, -78.88700899999998)"
1680,Hospital,Wallace-Carpenter,375 Lewis Hill Suite 452,226-012-5918,AR,Huttig,71747,33.164568,-92.393701,"(33.164568, -92.393701)"
1681,Pharmacy,Martinez-Caldwell,948 Miller Cape Apt. 802,290-692-8557,WI,Deer Park,54007,45.087504,-92.379021,"(45.087504, -92.379021)"
1682,Hospital,Rhodes and Sons,0869 Lauren Islands Apt. 600,760-078-2019,IL,Bondville,61815,40.10838,-88.378167,"(40.10838, -88.378167)"
1683,Pharmacy,Casey-Donovan,5632 Christine Forks Apt. 634,624-610-2540,LA,Maurepas,70449,30.342352,-90.685853,"(30.342352, -90.685853)"
1684,Pharmacy,Brown-Howard,7208 Marilyn Light,686-714-1766,UT,Ogden,84412,41.255285,-111.956721,"(41.255285, -111.956721)"
1685,Pharmacy,"Peters, Jimenez and Simmons",67545 Kenneth Cape,982-035-0857,WI,Lynxville,54640,43.266172,-91.022031,"(43.266172, -91.022031)"
1686,Hospital,Ryan Ltd,92028 Brenda Place,928-604-9582,IA,Sheldahl,50243,41.857068,-93.697325,"(41.857068, -93.697325)"
1687,Pharmacy,Estes Inc,476 Bowers Corners Suite 349,438-075-7599,MI,Morrice,48857,42.844288,-84.136097,"(42.844288, -84.13609699999998)"
1688,Pharmacy,"Reyes, Doyle and House",801 Aaron Union Apt. 360,137-165-3794,MT,Trout Creek,59874,47.794472,-115.538422,"(47.794472, -115.538422)"
1689,Pharmacy,Valdez Ltd,743 Jimenez Summit Suite 605,925-649-4400,CA,Fresno,93706,36.648635,-119.998749,"(36.648635, -119.998749)"
1690,Pharmacy,Villegas-Strickland,93814 Sarah Valley,790-564-9135,GA,Senoia,30276,33.285373,-84.602516,"(33.285373, -84.60251600000002)"
1691,Pharmacy,"Price, Wallace and Ross",9162 Lee Roads Apt. 171,999-481-4172,NC,Hendersonville,28792,35.317413,-82.450455,"(35.317413, -82.450455)"
1692,Pharmacy,Johnson-Ramirez,9438 Castillo Station Apt. 822,679-340-1774,WI,Woodland,53099,43.414202,-88.704914,"(43.414202, -88.704914)"
1693,Pharmacy,"Smith, Davis and Berry",2913 Anthony Forge Suite 973,364-818-4932,PA,Sarver,16055,40.720919,-79.76262,"(40.720919, -79.76262)"
1694,Pharmacy,"Taylor, Anderson and Rice",4351 Michelle Dale Apt. 886,310-178-6503,IL,Windsor,61957,39.425509,-88.714896,"(39.42550900000001, -88.714896)"
1695,Hospital,Ruiz-Hogan,331 Williams Plains Apt. 464,273-361-4791,NC,Newton,28658,35.631914,-81.17193,"(35.631914, -81.17193)"
1696,Pharmacy,"Stewart, Reed and Adams",8297 Cooley Way,551-240-6341,PA,Bainbridge,17502,40.088469,-76.462434,"(40.088469, -76.462434)"
1697,Hospital,"Arnold, Johnson and Young",0317 Green Cape Apt. 641,951-567-9982,TX,Jonesville,75659,32.507491,-94.110636,"(32.507490999999995, -94.110636)"
1698,Pharmacy,Santana Inc,16047 Heather Stravenue Suite 889,271-206-8856,KS,Topeka,66683,39.042939,-95.769657,"(39.042939, -95.769657)"
1699,Hospital,"Graham, Elliott and Velasquez",7101 Carter Loop Apt. 999,537-259-7918,DE,Newark,19716,39.564499,-75.597047,"(39.564499, -75.597047)"
1700,Hospital,Butler-Porter,1448 Lisa Overpass,727-194-3274,NJ,Harrington Park,7640,40.991696,-73.98486,"(40.99169600000001, -73.98486)"
1701,Pharmacy,"Rodriguez, Humphrey and Jones",5635 Hall Hollow Apt. 226,512-540-2340,OK,Sand Springs,74063,36.118535,-96.186776,"(36.118535, -96.186776)"
1702,Pharmacy,Baker-Cummings,846 Duncan Inlet Suite 462,447-568-8530,IA,Guttenberg,52052,42.845668,-91.249472,"(42.845668, -91.249472)"
1703,Hospital,Guerra-Mckee,4191 Nicole Route,677-454-4031,AK,Kaktovik,99747,66.693255,-153.993988,"(66.69325500000001, -153.993988)"
1704,Pharmacy,Robinson-Martin,4800 Anna Haven,233-865-5272,FL,Palm Coast,32135,29.466085,-81.282815,"(29.466085, -81.282815)"
1705,Pharmacy,West-Brady,5702 Sanders Trace,193-568-8456,KS,Erie,66733,37.580055,-95.29892,"(37.580055, -95.29892)"
1706,Hospital,Knapp-Barrett,6236 Duncan Stravenue Suite 781,354-134-3366,KS,Protection,67127,37.200135,-99.482888,"(37.200135, -99.482888)"
1707,Pharmacy,Hamilton and Sons,16951 Timothy Plains Suite 427,320-125-0163,TN,Midway,37809,36.154227,-82.994077,"(36.154227, -82.994077)"
1708,Pharmacy,Hernandez-Martinez,731 Emily Stream Apt. 976,803-696-9532,MO,Rock Port,64482,40.411994,-95.507551,"(40.411994, -95.507551)"
1709,Pharmacy,Walsh-Dawson,5859 Anderson Walk Apt. 770,511-619-8125,DC,Washington,20554,38.893311,-77.014647,"(38.893311, -77.014647)"
1710,Hospital,"Poole, Robbins and Reynolds",45903 Holland Viaduct Apt. 208,191-590-5330,TX,Austin,78751,30.310606,-97.722382,"(30.310606, -97.722382)"
1711,Hospital,Russell-Diaz,27087 Adam Drives Suite 261,438-847-3849,UT,Provo,84606,40.218905,-111.635353,"(40.218905, -111.635353)"
1712,Pharmacy,Reeves-Williams,24677 Rice Tunnel Suite 254,953-317-3967,KS,Fort Scott,66701,37.821629,-94.714793,"(37.821629, -94.714793)"
1713,Hospital,Gomez and Sons,3997 Christian Drives,585-822-8636,CA,San Francisco,94107,37.769029,-122.393681,"(37.769029, -122.393681)"
1714,Hospital,"Underwood, Jones and Watts",410 Megan Greens Suite 931,495-849-9393,OH,Youngstown,44502,41.087352,-80.638546,"(41.087352, -80.63854599999998)"
1715,Hospital,Thompson Ltd,52518 Clarke Islands,562-457-3749,AZ,Avondale,85323,33.276539,-112.18717,"(33.276539, -112.18717)"
1716,Hospital,Henderson PLC,361 Moore View Apt. 690,840-304-7826,MN,Donnelly,56235,45.690959,-96.010121,"(45.690959, -96.010121)"
1717,Pharmacy,Cohen Ltd,91635 Moore Shores,367-472-3630,OH,Nelsonville,45764,39.357211,-82.045466,"(39.357211, -82.045466)"
1718,Pharmacy,Sanchez PLC,042 Kramer Ville,172-606-1516,KS,Wichita,67260,37.693588,-97.480419,"(37.693588, -97.480419)"
1719,Hospital,Perry-Bryant,508 Farmer Path,198-247-5739,NJ,Newark,7194,40.79185,-74.245241,"(40.79185, -74.24524100000002)"
1720,Hospital,Maxwell Group,91458 Crystal Village Apt. 481,667-816-8456,NM,Willard,87063,34.650925,-105.880597,"(34.650925, -105.880597)"
1721,Pharmacy,"King, Anderson and Taylor",82514 Reynolds Underpass,912-308-3544,NY,Rochester,14605,43.166313,-77.602973,"(43.166313, -77.60297299999998)"
1722,Pharmacy,Lewis Ltd,098 Campbell Skyway Apt. 314,975-824-6086,MS,Jackson,39284,32.311287,-90.397157,"(32.311287, -90.397157)"
1723,Pharmacy,Cruz-Keith,83528 Diana Courts,502-811-2091,IN,Shipshewana,46565,41.67572,-85.567362,"(41.67572, -85.567362)"
1724,Pharmacy,Mckee-Potts,47175 Robin Road Suite 209,813-022-2359,NY,Pine Island,10969,41.325856,-74.488954,"(41.325856, -74.488954)"
1725,Pharmacy,Martinez LLC,870 Alice Hollow Suite 201,676-360-2262,GA,Columbus,31917,32.491005,-84.874123,"(32.491005, -84.874123)"
1726,Hospital,"Bowman, Henry and Kelly",602 John Shores,547-815-5241,SD,Goodwin,57238,44.76048,-96.668424,"(44.76048, -96.668424)"
1727,Pharmacy,Reyes PLC,2584 Cook Neck,344-520-5319,OR,Lowell,97452,43.885422,-122.694091,"(43.885422, -122.694091)"
1728,Pharmacy,Castro Group,47825 Brown Valley,500-821-1107,OH,Marengo,43334,40.406317,-82.782091,"(40.406317, -82.78209100000002)"
1729,Pharmacy,Roberts-Tate,3866 Ashley Row,840-693-5983,NY,Wappingers Falls,12590,41.736948,-73.741141,"(41.736948, -73.741141)"
1730,Pharmacy,Wade Group,0298 Evans Divide,365-680-5032,CO,Strasburg,80136,39.865547,-104.291682,"(39.865547, -104.291682)"
1731,Pharmacy,Spears-Gonzalez,9740 Summers Mission Apt. 607,409-731-7247,FL,Deltona,32739,29.022729,-81.172169,"(29.022729, -81.172169)"
1732,Pharmacy,Kirby-Bennett,89745 Tucker Radial Apt. 551,763-034-4610,AL,Opelika,36801,32.621147,-85.392878,"(32.621147, -85.392878)"
1733,Pharmacy,Mitchell PLC,997 Janice Summit,865-576-9343,MT,Garneill,59445,47.055715,-109.468299,"(47.055715, -109.468299)"
1734,Hospital,"Stout, Palmer and Colon",5182 Justin Burgs,746-679-3054,NH,Litchfield,3052,42.886789,-71.485331,"(42.886789, -71.485331)"
1735,Pharmacy,Mcdonald-Aguilar,67286 Kenneth Falls,528-520-9399,KS,Towanda,67144,37.905383,-96.85903,"(37.905383, -96.85903)"
1736,Hospital,"Jackson, Rodriguez and Jones",7844 Michael Trafficway Apt. 037,938-747-0884,OH,Flat Rock,44828,41.23707,-82.859705,"(41.23707, -82.859705)"
1737,Hospital,"Duncan, Edwards and Martin",990 Bell Trail,460-236-5696,CA,San Jose,95161,37.189396,-121.705327,"(37.189396, -121.705327)"
1738,Hospital,Gutierrez Inc,3696 Virginia Extension,636-696-1422,KS,Agenda,66930,39.70438,-97.446521,"(39.70438, -97.446521)"
1739,Pharmacy,"Benjamin, Farmer and Moore",94662 Ferguson Bypass Apt. 306,449-192-4961,ME,Cape Neddick,3902,43.245785,-70.664719,"(43.245785, -70.66471899999998)"
1740,Pharmacy,Ramos Ltd,7961 Simpson Mill,408-866-2052,NV,Las Vegas,89130,36.246153,-115.222064,"(36.246153, -115.222064)"
1741,Hospital,Hughes-Caldwell,274 Cynthia Plain Apt. 123,106-668-7829,NJ,East Rutherford,7073,40.828399,-74.093886,"(40.828399, -74.093886)"
1742,Hospital,"Phillips, Scott and Wallace",44964 Marisa Flats Apt. 159,947-096-1085,MS,Jackson,39205,32.311287,-90.397157,"(32.311287, -90.397157)"
1743,Pharmacy,Gonzalez-Juarez,5948 Curtis Valley,706-431-6820,VA,Virginia Beach,23450,36.844004,-76.12036,"(36.844004, -76.12035999999998)"
1744,Hospital,"Eaton, Robbins and Boyd",36804 Joanna Plains Apt. 347,340-118-3289,PA,Emeigh,15738,40.693633,-78.775076,"(40.693633, -78.775076)"
1745,Hospital,"Hunter, Reeves and Horne",4105 Michelle Light Suite 826,528-682-9692,WI,Mount Horeb,53572,42.973438,-89.513903,"(42.973438, -89.513903)"
1746,Pharmacy,Tapia-Pitts,978 Michele Pines Apt. 553,470-419-5326,CO,Colorado Springs,80945,38.82469,-104.562027,"(38.82469, -104.562027)"
1747,Hospital,"Leblanc, Carpenter and Maldonado",7044 Monica Streets,474-416-0163,OR,Roseburg,97470,43.053573,-123.360805,"(43.053573, -123.360805)"
1748,Hospital,Taylor-Pierce,415 David Mews Suite 666,144-350-6845,NV,Virginia City,89440,39.332488,-119.613509,"(39.332488, -119.613509)"
1749,Pharmacy,Bush-Durham,97085 Robert Spurs Apt. 920,138-475-9368,CA,Sacramento,94277,38.377411,-121.444429,"(38.377411, -121.444429)"
1750,Hospital,Morales-Atkins,553 Lester Terrace Suite 846,972-055-1941,MA,Charlton City,1508,42.109748,-72.079455,"(42.109748, -72.07945500000002)"
1751,Pharmacy,Wilson PLC,742 Gibbs Station,461-475-1617,NE,Omaha,68155,41.291736,-96.171104,"(41.291736, -96.171104)"
1752,Pharmacy,"Farrell, Mathis and Perez",920 Kevin Rue,258-349-5851,IN,Greenwood,46143,39.50708,-86.10149,"(39.50708, -86.10149)"
1753,Pharmacy,Wilson-Jackson,8518 Taylor Manor Apt. 609,776-735-4493,MT,Missoula,59806,47.116034,-114.049824,"(47.116034, -114.049824)"
1754,Pharmacy,"Smith, Owen and Lopez",813 Anderson Corners,406-761-0937,HI,Honolulu,96828,24.859832,-168.021815,"(24.859832, -168.021815)"
1755,Hospital,Morrison-Solis,87412 Hodge Island,267-866-5235,CO,Denver,80249,39.83776,-104.697674,"(39.83776, -104.697674)"
1756,Pharmacy,"Castillo, Short and Adams",275 Yang Roads Apt. 117,955-641-0759,PA,Smethport,16749,41.798748,-78.539192,"(41.798748, -78.539192)"
1757,Pharmacy,Garcia Ltd,93965 Wade Ridges Apt. 618,526-308-2571,WV,Rock View,24880,37.603344,-81.53998,"(37.603344, -81.53998)"
1758,Hospital,Peters-Lindsey,889 Jackson Skyway,495-447-2423,GA,Atlanta,30394,33.844371,-84.47405,"(33.844371, -84.47405)"
1759,Pharmacy,"Liu, Rangel and Mcdowell",5683 Steven Shoal Apt. 434,760-499-3238,OH,Cincinnati,45275,38.946921,-83.862877,"(38.946921, -83.862877)"
1760,Pharmacy,Conner Group,8235 Williams Ridges Suite 752,527-320-3747,TX,Skidmore,78389,28.21206,-97.712708,"(28.21206, -97.712708)"
1761,Hospital,Ortiz Ltd,18777 Brittany Walk Apt. 517,432-735-5990,VA,Cana,24317,36.664788,-80.729669,"(36.664788, -80.729669)"
1762,Pharmacy,"Smith, Perry and Wilkinson",8028 Nathan Radial Apt. 203,554-184-0075,NY,South Lima,14558,42.855409,-77.687643,"(42.855409, -77.68764300000002)"
1763,Hospital,Mcknight Inc,6404 Rodriguez Pine Suite 457,947-687-1977,ME,Georgetown,4548,43.805389,-69.745295,"(43.805389, -69.745295)"
1764,Pharmacy,Gardner-Rivera,2387 Ashley Circles Suite 728,307-430-4707,FL,Lakeland,33804,28.002553,-81.61864,"(28.002553, -81.61864)"
1765,Pharmacy,Callahan Group,36634 Martin Causeway Suite 458,725-839-2795,CO,Colorado Springs,80951,38.83,-104.79,"(38.83, -104.79)"
1766,Pharmacy,Knight Group,2887 Martin Tunnel,757-241-2721,LA,New Orleans,70149,30.032997,-89.882564,"(30.032997, -89.882564)"
1767,Hospital,Rodriguez-Ramirez,841 Nelson Lights Suite 739,663-592-8940,WV,Myra,25544,38.222163,-82.113554,"(38.222163, -82.11355400000002)"
1768,Hospital,"Carson, Hughes and Schroeder",2418 Brian Spring Suite 888,250-358-9544,MI,Lansing,48906,42.755284,-84.562979,"(42.755284, -84.562979)"
1769,Pharmacy,Rodriguez Ltd,20085 Pamela Way Apt. 448,759-623-5921,CO,Denver,80270,39.738752,-104.408349,"(39.73875200000001, -104.408349)"
1770,Pharmacy,Rose and Sons,3245 Elliott Isle,203-688-1292,VT,Williston,5495,44.430096,-73.026735,"(44.430096, -73.026735)"
1771,Pharmacy,Wright-Espinoza,15556 Jennifer Tunnel,629-037-1660,CA,La Jolla,92093,33.016928,-116.846046,"(33.016928, -116.846046)"
1772,Hospital,"Conner, Nguyen and Bell",254 Megan Prairie,202-446-4912,NJ,Bloomingdale,7403,41.023414,-74.334444,"(41.023414, -74.33444399999998)"
1773,Hospital,Frye Ltd,25350 Adam Landing,487-711-0323,IA,Teeds Grove,52771,41.999113,-90.218704,"(41.999113, -90.218704)"
1774,Pharmacy,Nguyen-Schwartz,003 Zachary Springs,165-592-0209,TX,Barker,77413,29.83399,-95.434241,"(29.833990000000004, -95.434241)"
1775,Pharmacy,Burch Inc,5975 Meyer Orchard Apt. 973,194-187-6957,IA,Wadena,52169,42.841014,-91.674168,"(42.841014, -91.674168)"
1776,Hospital,Wells LLC,17222 Baxter Passage,765-640-5321,NJ,Livingston,7039,40.787006,-74.325993,"(40.787006, -74.32599300000003)"
1777,Pharmacy,"Sims, Perez and Tran",3846 Clark Flat,971-482-9155,CO,Denver,80203,39.729205,-104.970331,"(39.729205, -104.970331)"
1778,Hospital,Lambert and Sons,12276 Bryan Parkways Apt. 336,533-835-1324,OR,Gardiner,97441,43.75114,-124.123806,"(43.75114, -124.123806)"
1779,Hospital,"Jackson, Miller and Meyer",603 Hall Court,140-873-3880,MN,Orr,55771,47.742195,-92.757902,"(47.742195, -92.757902)"
1780,Pharmacy,Bradford LLC,160 Lorraine Street Apt. 347,135-503-3908,WV,Miami,25134,38.296818,-81.554655,"(38.296818, -81.55465500000003)"
1781,Pharmacy,Leach-Foley,237 Nicholas Knoll Apt. 009,864-289-6310,MN,Kasota,56050,44.273281,-93.931119,"(44.273281, -93.931119)"
1782,Hospital,Martin-Rodriguez,6011 Stephanie Common Apt. 012,487-024-9443,MD,Broomes Island,20615,38.493984,-76.567469,"(38.49398400000001, -76.56746899999997)"
1783,Pharmacy,Adams Group,3633 Jose Route Suite 771,852-496-3125,WA,Bickleton,99322,45.887647,-120.281675,"(45.887647, -120.281675)"
1784,Pharmacy,Lewis-Strickland,2247 Diane Harbor,797-250-3728,ND,Almont,58520,46.720185,-101.498156,"(46.720185, -101.498156)"
1785,Pharmacy,Hicks Ltd,47761 Sanchez View,372-398-4856,FL,Jensen Beach,34957,27.236473,-80.237943,"(27.236473, -80.237943)"
1786,Pharmacy,Young-Torres,930 Turner Point Apt. 210,641-391-5525,IA,Floyd,50435,43.136067,-92.77932,"(43.136067, -92.77932)"
1787,Pharmacy,"Ellis, Malone and Jackson",58576 Jacqueline Inlet,536-557-1593,AR,Mayflower,72106,34.963658,-92.423585,"(34.963658, -92.423585)"
1788,Hospital,Cuevas Ltd,55409 Kayla Ridges,464-371-7856,TX,Houston,77296,29.76,-95.36,"(29.76, -95.36)"
1789,Pharmacy,Brown Group,43482 Roberts River Apt. 821,281-429-1387,WV,Charleston,25301,38.328948,-81.605094,"(38.328948, -81.605094)"
1790,Pharmacy,Conway Ltd,494 Christopher Stravenue,398-767-3834,AR,Bigelow,72016,34.968975,-92.626882,"(34.968975, -92.626882)"
1791,Hospital,Ryan-Poole,66331 Davenport Trace,299-542-0947,CT,New Britain,6053,41.690249,-72.790991,"(41.690249, -72.790991)"
1792,Pharmacy,"Miller, Diaz and Williams",267 Conway Roads Suite 577,855-058-9771,OH,Hayesville,44838,40.768006,-82.249991,"(40.768006, -82.24999100000002)"
1793,Pharmacy,"Taylor, Murphy and Lee",957 Joe Summit Apt. 410,537-132-3281,NC,Mount Ulla,28125,35.656287,-80.701616,"(35.656287, -80.701616)"
1794,Pharmacy,"Davis, Gross and Tucker",78782 David Springs Suite 433,157-048-3587,MS,Oxford,38655,34.330814,-89.483519,"(34.330814000000004, -89.483519)"
1795,Hospital,Lowe LLC,318 Riley Locks Suite 127,797-551-8731,MO,Rives,63875,36.313319,-90.165758,"(36.313319, -90.165758)"
1796,Pharmacy,"Smith, Medina and Washington",296 Jennifer Dale Suite 574,768-482-9267,MT,Whitewater,59544,48.224749,-108.035444,"(48.224749, -108.035444)"
1797,Pharmacy,Jackson Ltd,2149 Strong Ridges,256-069-3856,VA,Norfolk,23529,36.931166,-76.23972,"(36.931166, -76.23971999999998)"
1798,Pharmacy,Thompson-Chase,164 Katie Branch,264-092-8686,IA,Lime Springs,52155,43.410582,-92.276168,"(43.410582, -92.276168)"
1799,Pharmacy,Hoffman Group,78419 Mark Shores,524-283-9435,OH,Kettlersville,45336,40.441325,-84.262602,"(40.441325, -84.262602)"
1800,Hospital,Peterson Group,7026 Martinez Camp,850-158-1739,NY,Albany,12203,42.700345,-73.857496,"(42.700345, -73.857496)"
1801,Hospital,Hancock-Roberts,9115 Russell Spur,895-853-4678,FL,Jacksonville,32235,30.34494,-81.683107,"(30.34494, -81.68310699999998)"
1802,Hospital,Oneill-Buckley,4625 Simpson Extension,461-708-2304,MT,Chester,59522,48.510659,-110.967372,"(48.510659, -110.967372)"
1803,Pharmacy,Reed-Jones,7489 Melissa Corner,516-051-1690,IL,Decatur,62523,39.911662,-88.890104,"(39.911662, -88.89010400000002)"
1804,Hospital,"Harvey, Santana and Hess",80206 Edwards Crossroad Suite 158,518-285-9063,UT,Fielding,84311,41.628942,-112.094039,"(41.628942, -112.094039)"
1805,Pharmacy,Lopez-Lewis,0506 Leslie View Apt. 380,986-322-6305,TN,Arthur,37707,36.566257,-83.636479,"(36.566257, -83.63647900000002)"
1806,Pharmacy,Landry-Duncan,6627 Perez Ford,314-815-5962,MO,Joplin,64804,37.099335,-94.374452,"(37.099335, -94.374452)"
1807,Hospital,"Cross, Elliott and Garrison",53923 Brian Streets,124-526-5858,MD,Rehobeth,21857,38.092718,-75.888207,"(38.092718, -75.888207)"
1808,Hospital,"Haynes, Reed and Johnson",2212 Amanda Haven Apt. 818,152-272-7247,NY,Albany,12245,42.614852,-73.970812,"(42.614852, -73.970812)"
1809,Pharmacy,Mason and Sons,911 Jordan Run Apt. 171,687-511-1973,KY,Dundee,42338,37.552013,-86.77762,"(37.552013, -86.77762)"
1810,Pharmacy,"Porter, Huynh and Martinez",025 Carol Greens Suite 321,535-869-5548,NJ,Grenloch,8032,39.77875,-75.060114,"(39.77875, -75.060114)"
1811,Pharmacy,Rivera Ltd,5179 Davis Radial Apt. 574,955-826-4355,WV,Hundred,26575,39.575518,-80.666712,"(39.575518, -80.666712)"
1812,Pharmacy,Davila-Morton,364 George Plains,984-643-2811,ME,North Yarmouth,4097,43.837951,-70.200114,"(43.837951, -70.200114)"
1813,Hospital,Hernandez-Wallace,714 Jeffrey Valleys,680-825-7344,WY,Aladdin,82710,44.738184,-104.288519,"(44.738184, -104.288519)"
1814,Hospital,Walker Inc,66395 Christopher Well Apt. 519,331-832-0508,ND,Kramer,58748,48.697742,-100.634566,"(48.697742, -100.634566)"
1815,Hospital,Williams Inc,28558 Bryan Lake Apt. 119,481-429-2766,PA,Ashland,17921,40.692886,-76.303085,"(40.692886, -76.303085)"
1816,Pharmacy,Rose-Carter,0205 Patterson Park,657-782-7692,KY,Tram,41663,37.572499,-82.645206,"(37.572499, -82.645206)"
1817,Pharmacy,Evans-Spencer,554 Crawford Isle,810-856-5394,TX,San Antonio,78250,29.437532,-98.461582,"(29.437532, -98.461582)"
1818,Pharmacy,Mooney-Martinez,71037 Jeffrey Overpass Apt. 279,618-698-9231,WA,Soap Lake,98851,47.404594,-119.442377,"(47.404594, -119.442377)"
1819,Pharmacy,Edwards-Reyes,88375 Joel Ramp,798-100-2008,CT,Scotland,6264,41.695803,-72.087045,"(41.69580300000001, -72.08704499999997)"
1820,Pharmacy,"Harris, Mcbride and Wilson",616 Erin Harbor,247-528-5366,FL,Miami,33129,25.754277,-80.203519,"(25.754277, -80.203519)"
1821,Hospital,"Banks, White and Kaiser",124 Anderson Spring Suite 188,933-607-6664,OH,Akron,44321,41.100154,-81.644346,"(41.100154, -81.644346)"
1822,Pharmacy,"Murphy, Davis and Arias",52815 David Tunnel Suite 293,332-801-4663,OR,Rufus,97050,45.647067,-120.76413,"(45.647067, -120.76413)"
1823,Pharmacy,Zamora LLC,796 Taylor Stream,400-522-1192,IA,Blairsburg,50034,42.485099,-93.68778,"(42.485099, -93.68778)"
1824,Pharmacy,Mckee-Bailey,8816 Christopher Viaduct Apt. 556,229-481-0961,FL,Zephyrhills,33539,28.21305,-82.16568,"(28.21305, -82.16568000000002)"
1825,Pharmacy,Shaw Inc,4901 Madison Bypass Apt. 094,770-587-8218,MI,Lake Ann,49650,44.722002,-85.882364,"(44.722002, -85.882364)"
1826,Pharmacy,Martinez and Sons,1908 Alexis Coves Apt. 949,152-027-5302,FL,Port Saint Lucie,34952,27.312492,-80.313322,"(27.312492, -80.313322)"
1827,Pharmacy,"Coffey, Jones and Blair",8466 Jennings Route Suite 067,952-202-8859,NE,Davey,68336,40.955071,-96.699697,"(40.955071, -96.699697)"
1828,Pharmacy,"Howard, Fischer and Herring",07188 Brady Ports,960-289-3492,KY,Glasgow,42142,36.946326,-85.957797,"(36.946326, -85.957797)"
1829,Hospital,Jordan LLC,37233 Jennifer Meadows,263-255-1786,NY,Albany,12222,42.692909,-73.838035,"(42.692909, -73.83803499999998)"
1830,Pharmacy,"Flowers, Jones and Harris",83949 Webb Forges,390-225-1475,MA,Cambridge,2141,42.368673,-71.083596,"(42.368673, -71.083596)"
1831,Hospital,Chen-Maddox,933 Eric Crest Apt. 635,670-407-1972,MT,Fairview,59221,47.853542,-104.061953,"(47.853542, -104.061953)"
